NPCI_TXN_TYPE,NPCI_STATUS,TXNID,RRN,NPCI_CODE,DATE,TIME,AMOUNT,A,B,C,D,PSP,E,PAYER_VPA,F,MCC,PAYEE_VPA,G,H,I,J,K,L,M,N
TX,U2,ed8adacc61aa0fdc91fabfe3,305804326504,0,73024,172647,70694,,1,1,0,KTP,0,Syble_Nitzsche@yapl,MBK,,bookerr.npstltdindia@sbm,SMB,SBM5788662,1,58835889071,IDC,BOM1039769,2,56310981165
TX,U2,fa460e0fd4ecb5a90ccf4de4,644606484707,Z9,73024,215206,67912,,1,1,0,KVB,0,Danika.Lockman@idfcbank,KTP,4722,traveler.getaway@sbm,SMB,SBM0937394,1,81370989664,HDF,CNB2899349,2,44809732307
TX,U2,ab26240fdc22baa4f2fdcb35,521068851841,RB,73024,225937,87429,,1,1,0,KVB,0,Antonette.Pfannerstill73@oksbi,PNB,4814,telecom.wireless@sbm,SMB,SBM4511439,1,83850203108,IIB,YJU3066327,2,23428632427
TX,U2,fbd8c7e9d10139e6c367ced0,401350690645,Z7,73024,140346,28881,,1,1,0,FIB,0,Deron_Walker83@apl,BOM,5816,gamming.truck@sbm,SMB,SBM4261546,1,92832519951,BOM,SBI1977438,2,74975957001
TX,U2,cddd7551ec7dbc9cffdcfe00,585207203708,0,73024,115142,11884,,1,1,0,AXB,0,Drew_Keebler60@ybl,KTP,5814,dinning.steak@sbm,SMB,SBM8318051,1,49249859334,IDB,SIB4144400,2,13240418547
TX,U2,7e8b64ef74b5125a35eec8e9,388151825647,0,73024,40447,55673,,1,1,0,IPB,0,Breanna89@fkaxis,ICI,4814,telecom.mobile@sbm,SMB,SBM0533637,1,98337982354,ARL,IDB0241951,2,80243661119
TX,U2,7fbaaab0edaa8394f28f368b,88530799368,0,73024,223822,91079,,1,1,0,YBS,0,Flossie87@axisb,BOM,5816,gamming.submarine@sbm,SMB,SBM6507011,1,5837430910,IDC,BOB3146572,2,77486792841
TX,U2,fa41afb57e5fbc7edac11c29,628873028054,Z9,73024,174314,52239,,1,1,0,GTI,0,Deangelo62@yapl,GTI,5411,grocery.marketplace@sbm,SMB,SBM4143456,1,67608902352,BOI,BOM7813065,2,80243831484
TX,U2,dbd94be0ba5cfdfb9c0ae54c,911352033587,0,73024,82132,45463,,1,1,0,IOB,0,Maurice_Stamm16@paytm,MBK,,bookerr.npstltdindia@sbm,SMB,SBM3060800,1,86749148971,BOB,MBK9402263,2,67274482174
TX,U2,a33a6e7484ea40fd11d26bde,610805405661,0,73024,90144,35112,,1,1,0,UOB,0,Libby.Hirthe@okicici,UOB,5814,dinning.dessert@sbm,SMB,SBM8878898,1,47140867363,HDF,IDC7041428,2,39571106410
TX,U2,ef424aa2db1a6850e5ebab2f,380077319594,RB,73024,12719,85268,,1,1,0,YOM,0,Julie_Rolfson@idfcbank,FBL,5816,gamming.scooter@sbm,SMB,SBM7559272,1,33648206258,IDB,IDC2688050,2,58265785293
TX,U2,1c1bcc5cd78dde98bfbdccbe,89893837728,Z7,73024,151305,47598,,1,1,0,ICI,0,Clifton79@yapl,BOB,5814,dinning.burger@sbm,SMB,SBM8657991,1,29992317731,FBL,BOB6264647,2,95958548891
TX,U2,107d8619732eb1bee71df4d7,714462718436,Z7,73024,102528,63410,,1,1,0,YBS,0,Nyah_McCullough@idfcbank,SIB,4722,traveler.tour@sbm,SMB,SBM1890183,1,32108446891,KTP,KVB4638257,2,58272932166
TX,U2,bc3ea52896ea5acfbcddac5d,158474729375,RB,73024,102124,57127,,1,1,0,IDB,0,Celestine4@yapl,BOM,5411,grocery.organic@sbm,SMB,SBM7699152,1,85282192160,IIB,IDC7800683,2,88243680799
TX,U2,b2ac18de4294fea34f87c9ce,751183898730,RB,73024,113533,99387,,1,1,0,MBK,0,Nelson_Friesen@yapl,UOB,4722,traveler.explore@sbm,SMB,SBM4652690,1,25515567299,YBS,IPB5884891,2,23057887574
TX,U2,a9ca0bd4d2abfee11fc0faa2,597679277596,0,73024,172630,21462,,1,1,0,HDF,0,Imani_Murray@oksbi,BDN,5814,dinning.steak@sbm,SMB,SBM2754909,1,26868841549,HDF,HDF8652425,2,77746007575
TX,U2,6f794e8a5de7fe1f04dd6bfd,406715885544,0,73024,1500,4011,,1,1,0,FBL,0,Hal2@okaxis,IDC,5411,grocery.marketplace@sbm,SMB,SBM2341377,1,28411922950,FIB,IOB0908957,2,81164592683
TX,U2,250f81a5957dc8f81ffec80f,340736577097,0,73024,131114,37466,,1,1,0,KTP,0,Fabian_Heller63@ybl,CNB,5816,gamming.robot@sbm,SMB,SBM5604681,1,16767586251,IOB,YJU5730678,2,15795760156
TX,U2,2db19eeaa94c45357f250bc3,397976219345,RB,73024,140736,44086,,1,1,0,SIB,0,Lola72@abfspay,INB,,bookerr.npstltdindia@sbm,SMB,SBM6165322,1,37877903428,BOI,INB7509646,2,54128919110
TX,U2,fae42e78bd883bb6eb575adb,210905916325,Z7,73024,230531,40257,,1,1,0,FIB,0,Florine48@apl,AXB,4722,traveler.tour@sbm,SMB,SBM5614730,1,76497839745,KTP,MBK1500443,2,639490349
TX,U2,6a2fa0ab64ebfd0bcedacce7,744505939392,0,73024,15421,4018,,1,1,0,INB,0,Raymond_Hirthe@okaxis,IPB,4814,telecom.cable@sbm,SMB,SBM8705168,1,43635730275,CNB,APP1447692,2,23478087637
TX,U2,b7d5e3c15b8ddebecd21d53c,93093963457,0,73024,124818,83011,,1,1,0,CBI,0,Jadon.Quigley-Rutherford@yesg,IIB,5816,gamming.scooter@sbm,SMB,SBM1977543,1,46689823290,MBK,ICI0969326,2,27380066217
TX,U2,2787dadbff4c6babe2fbfd77,285017724044,Z7,73024,52639,41928,,1,1,0,MBK,0,Nelda90@rapl,HDF,5814,dinning.burger@sbm,SMB,SBM7157844,1,65700385786,SIB,KMB2413345,2,72888738128
TX,U2,2e92e84f9bede81328cccbc3,312084390055,0,73024,42009,7257,,1,1,0,INB,0,Elinor_Haley-Murazik@rapl,IDB,,bookerr.npstltdindia@sbm,SMB,SBM0669509,1,46534062582,BOM,YES4359955,2,87976336672
TX,U2,2a8e7397dbfba6eb5e5b361e,713964796500,Z9,73024,194405,32461,,1,1,0,CBI,0,Kaitlyn_Murazik@okhdfcbank,BOM,5816,gamming.truck@sbm,SMB,SBM3257668,1,19603454243,IDB,ICI3225139,2,820770709
TX,U2,0c283204c990eee94ee8d39f,758071022566,0,73024,222808,57311,,1,1,0,CNB,0,Reed.Steuber@yesg,YOM,5411,grocery.greenbasket@sbm,SMB,SBM8370992,1,24810142266,UCO,UCO1346577,2,9184314146
TX,U2,8babeeeabc8347d13ee1b8a5,770172965192,RB,73024,191712,41770,,1,1,0,KTP,0,Cooper66@ybl,INB,5816,gamming.scooter@sbm,SMB,SBM7970898,1,30141931694,MBK,KMB7395210,2,69165487538
TX,U2,edb6fe74bc2b7a3b3a88cad2,345943865658,0,73024,172341,31808,,1,1,0,YOM,0,Tito_Johns71@axl,YES,4814,telecom.mobile@sbm,SMB,SBM4721688,1,78314448138,IOB,INB0470869,2,82927393131
TX,U2,d15cdaba37e3b03010a0724c,854338797161,0,73024,85024,79987,,1,1,0,SBI,0,Cleveland.Homenick76@oksbi,YES,5411,grocery.organic@sbm,SMB,SBM6211776,1,77228638950,SIB,GTI8997171,2,51626286551
TX,U2,fdaea5d41cb7aec1ef2b2c4a,500525169555,Z7,73024,43200,22719,,1,1,0,BDN,0,Eve_Graham53@icici,KVB,,bookerr.npstltdindia@sbm,SMB,SBM8242983,1,15261512910,KTP,YOM9365955,2,50317687582
TX,U2,c67dfea1c5dcefadcde8d602,690383493288,0,73024,192243,76539,,1,1,0,KVB,0,Veda.Pagac10@icici,BOM,5816,gamming.boat@sbm,SMB,SBM7347163,1,92007298316,ARL,YBS9225641,2,37798511926
TX,U2,a319a9c0dd8dc167eb6499bc,923307549197,Z9,73024,72058,3872,,1,1,0,MBK,0,Elenor74@icici,IDB,,bookerr.npstltdindia@sbm,SMB,SBM6469164,1,8462917454,YOM,APP0295703,2,57856928457
TX,U2,062ac122f38f1152a082f665,776808940652,0,73024,75620,58022,,1,1,0,FIB,0,Maia.Jacobs@oksbi,SIB,5816,gamming.truck@sbm,SMB,SBM9392245,1,82036910077,BOM,IPB5532921,2,66196700218
TX,U2,c867c2c9a01cfd7adfedd4fb,765344869546,Z9,73024,101848,34557,,1,1,0,BOB,0,Erna5@fkaxis,BOI,5411,grocery.bulkstore@sbm,SMB,SBM3816336,1,13686167451,IIB,AXB0989432,2,54931244724
TX,U2,2acbcca2ca5ef5eb2b6ff8d5,602479869538,0,73024,173142,39537,,1,1,0,IDB,0,Ila.Herzog92@timecosmos,CNB,4722,traveler.explore@sbm,SMB,SBM8704482,1,39202063978,SBI,BOI4266216,2,40664257740
TX,U2,dedcafa0fa15dc85f77bd2a5,75894830489,0,73024,72411,31633,,1,1,0,IDB,0,Hilbert_DAmore65@axisb,SBI,5411,grocery.bulkstore@sbm,SMB,SBM5173239,1,70694643982,MBK,FIB6520843,2,23350127944
TX,U2,d4a4e8386a1a9c940cbfcad9,4945751243,0,73024,64833,11604,,1,1,0,KMB,0,Amari.Hilpert55@yesg,AXB,5814,dinning.vegetarian@sbm,SMB,SBM2618426,1,58305894485,GTI,YJU5400100,2,14103053621
TX,U2,1beccc7a0de1927cc90dfff3,417928003946,RB,73024,81743,3078,,1,1,0,IDC,0,Lloyd_Zemlak61@paytm,KVB,4814,telecom.data@sbm,SMB,SBM9957939,1,13362257920,APP,FBL8229550,2,92957802521
TX,U2,009b2fe0b12baee4c6b2a197,630405892449,Z7,73024,20223,61007,,1,1,0,INB,0,Ryleigh.Olson44@fkaxis,HDF,,bookerr.npstltdindia@sbm,SMB,SBM6822616,1,82346520505,FIB,FBL3698910,2,7118676795
TX,U2,5bb1f7551a80a7ceee05ee84,906157104868,RB,73024,205930,66058,,1,1,0,PNB,0,Mellie57@yesg,KVB,5816,gamming.truck@sbm,SMB,SBM3097322,1,47052426202,SBI,AXB6521929,2,50380877903
TX,U2,ffff45dcdb42085da5e3b3db,449044131707,0,73024,191806,55918,,1,1,0,YOM,0,Verna_Barrows18@paytm,IIB,5816,gamming.drone@sbm,SMB,SBM1159455,1,47272497364,BOB,YOM9025990,2,86308950240
TX,U2,2fd0da72226deffcfedc1fe6,528931525098,0,73024,223102,5443,,1,1,0,ARL,0,Althea93@axl,PNB,4814,telecom.wireless@sbm,SMB,SBM0183593,1,39376219590,YJU,MBK3521278,2,52560746623
TX,U2,dd90722807f679bfa70ee34c,488596842420,RB,73024,15623,73133,,1,1,0,BOM,0,Nelle12@okaxis,GTI,5411,grocery.bulkstore@sbm,SMB,SBM9011451,1,26166047483,CNB,YJU9633542,2,19810878955
TX,U2,09d5b50cecb219218bfaef19,914256592629,0,73024,103808,42053,,1,1,0,UCO,0,Ida73@yesg,BDN,5814,dinning.sushi@sbm,SMB,SBM8740697,1,67985324264,MBK,KMB2517692,2,27780750568
TX,U2,e5ad39a8bca99464c5dcb034,621853797671,Z7,73024,4230,99077,,1,1,0,SBI,0,Columbus16@abfspay,ARL,,bookerr.npstltdindia@sbm,SMB,SBM6839976,1,23014944983,PNB,HDF4009189,2,38226468797
TX,U2,f88889c31bdb67cdf8e3aada,623578327631,0,73024,84910,15187,,1,1,0,FIB,0,Theo.Langworth@idfcbank,IOB,5816,gamming.scooter@sbm,SMB,SBM6316702,1,90889235960,IOB,APP9211032,2,43054489809
TX,U2,dc63520adcab1c685325b7ee,979513246560,0,73024,235406,48125,,1,1,0,BOB,0,Wiley.Prohaska@ybl,SIB,,bookerr.npstltdindia@sbm,SMB,SBM3736542,1,38738123283,CBI,IIB5563620,2,58054812057
TX,U2,158813fc9de255e67878c6da,323911812620,Z7,73024,193723,27422,,1,1,0,IDC,0,Hoyt.Schuster29@abfspay,IPB,4814,telecom.voip@sbm,SMB,SBM1305120,1,59455213190,BOI,UCO6219519,2,57766747322
TX,U2,714fde230bf17a9bb2a0e5d4,584222163894,0,73024,32621,58754,,1,1,0,INB,0,Lindsey46@abfspay,BDN,5411,grocery.bulkstore@sbm,SMB,SBM3872324,1,75732465781,AXB,ARL4990786,2,44907014035
TX,U2,a30cd6ef224ae379756570e9,400396576657,Z7,73024,160826,77241,,1,1,0,CBI,0,Dimitri14@timecosmos,APP,5411,grocery.corner@sbm,SMB,SBM0110378,1,80815766679,KVB,YJU7177571,2,48256309197
TX,U2,a5a2d807252f2f1fecd7566c,496753565489,RB,73024,71938,21816,,1,1,0,YJU,0,Terrill.Rohan@okhdfcbank,INB,5411,grocery.freshmart@sbm,SMB,SBM6992781,1,9125104008,INB,BOM4269726,2,46830461630
TX,U2,5eda01fbbcadc7a5cca08529,383006274396,RB,73024,94213,15211,,1,1,0,BOI,0,Consuelo15@axl,BOM,4814,telecom.satellite@sbm,SMB,SBM7311948,1,36656919889,APP,AXB1053141,2,49643518131
TX,U2,ddaa76d1bdccdbc3d0d0cbe9,48637950252,0,73024,192436,85796,,1,1,0,CBI,0,Savanna39@icici,ARL,5411,grocery.organic@sbm,SMB,SBM1368916,1,50713912042,APP,BOI7357790,2,54341251597
TX,U2,0eacacefc4ad426dce2deb81,528508085114,0,73024,83416,23638,,1,1,0,INB,0,Verla61@okicici,GTI,4722,traveler.adventure@sbm,SMB,SBM4310401,1,80381609643,AXB,IIB6403471,2,50780291933
TX,U2,4b388cf978342f60a0d3aedf,427788095256,RB,73024,32223,22182,,1,1,0,KMB,0,Hallie73@yesg,BOM,4814,telecom.voip@sbm,SMB,SBM5463571,1,75935616421,PNB,SBI6595232,2,23233814512
TX,U2,448e089cdb8da718fb6efa05,110970241019,0,73024,182316,48306,,1,1,0,BOM,0,Griffin_Greenholt96@okaxis,APP,5411,grocery.bulkstore@sbm,SMB,SBM0347369,1,5591083283,BOM,IOB5666427,2,19751799846
TX,U2,b802927ffe0c3e73ba769e11,294936267052,0,73024,193809,10734,,1,1,0,PNB,0,Aniyah_Brown@rapl,CNB,4722,traveler.escape@sbm,SMB,SBM5849115,1,38387519693,BOI,YES7285714,2,82094258815
TX,U2,ceca5309b09ceddef1f40ddb,518689403840,0,73024,204818,29950,,1,1,0,FBL,0,Edna.Simonis@abfspay,UOB,4814,telecom.broadband@sbm,SMB,SBM6236839,1,79942488815,CBI,YBS8631670,2,58320871355
TX,U2,a91f6baabef46578f5f43c3d,592871153907,0,73024,163233,1496,,1,1,0,IDB,0,Mohammed57@timecosmos,GTI,5814,dinning.pizza@sbm,SMB,SBM5749740,1,33388588834,MBK,YJU8643583,2,37013089214
TX,U2,3e97ccfac265d7eed1835e2c,173826131293,0,73024,124116,57321,,1,1,0,YJU,0,Frankie.McClure@axl,SIB,5411,grocery.foodland@sbm,SMB,SBM2789610,1,16526958159,KTP,IPB2056754,2,34136780927
TX,U2,4aed68c6e2bce7eec48aa5bf,276013740385,0,73024,215619,16994,,1,1,0,IDB,0,Rosa.Leuschke83@apl,ICI,5814,dinning.steak@sbm,SMB,SBM0209191,1,48185607385,UOB,IPB1827179,2,50248078201
TX,U2,ea2fab203f6caf78d07e50c2,875644951626,Z7,73024,80928,39720,,1,1,0,IPB,0,Meggie23@yapl,FBL,5814,dinning.vegetarian@sbm,SMB,SBM0387819,1,61385647891,IPB,UOB9195160,2,21317349482
TX,U2,ebfa0ddad3b6b9b624cdc349,856159053182,0,73024,100535,49886,,1,1,0,MBK,0,Antone5@abfspay,KMB,5411,grocery.freshmart@sbm,SMB,SBM5505795,1,38525732925,YOM,PNB6121187,2,82727757775
TX,U2,ede9e74d23bb2bdefa41badc,152377486564,Z7,73024,213221,5145,,1,1,0,IPB,0,Armando43@yapl,BOM,4722,traveler.escape@sbm,SMB,SBM7706045,1,94164573536,IIB,MBK1509292,2,57564583488
TX,U2,3261be77d1b96b42d4a0f6b7,179055183404,0,73024,115623,5561,,1,1,0,FIB,0,Grayce35@ybl,KVB,5814,dinning.tacos@sbm,SMB,SBM2391546,1,24705367354,HDF,UOB1420626,2,92120161270
TX,U2,be9fb1fffddb74cdd2faf281,967523049534,Z9,73024,2747,24573,,1,1,0,SIB,0,Sigurd_Lubowitz95@apl,KTP,5814,dinning.burger@sbm,SMB,SBM4163269,1,38106165272,IPB,PNB0541421,2,31531594550
TX,U2,e062a27b8011b5c2fba6d41e,205978054608,0,73024,192647,31171,,1,1,0,APP,0,Eleonore_Beier74@abfspay,CBI,5814,dinning.pizza@sbm,SMB,SBM7770947,1,91827845937,FIB,KVB7761534,2,72328752275
TX,U2,d2c96c0005271f296215f9c7,84340549781,0,73024,12747,72635,,1,1,0,BOB,0,Magali_Jones-Lesch10@okaxis,CNB,5411,grocery.greenbasket@sbm,SMB,SBM2784530,1,5739057290,HDF,BOB9073101,2,47534365595
TX,U2,c4da9a3c119985f81faba124,870861492482,0,73024,154528,28037,,1,1,0,KVB,0,Laverna_King50@apl,ICI,5816,gamming.drone@sbm,SMB,SBM6411829,1,39112901802,IDB,CNB4203282,2,55091179299
TX,U2,b06d78fa37aeaaecbcd94cbf,178640725908,0,73024,211004,21548,,1,1,0,YES,0,Maddison_Kutch60@abfspay,APP,5411,grocery.dailygrocer@sbm,SMB,SBM0645216,1,39627976492,INB,AXB1156556,2,25008733207
TX,U2,ec593ea5f2e23f6eba7805e5,318385628378,Z9,73024,31745,3267,,1,1,0,BOB,0,Craig89@timecosmos,BOI,4814,telecom.mobile@sbm,SMB,SBM0956531,1,61733638449,BDN,IDC7199333,2,51674176322
TX,U2,540d70aabccdb9a4919e2f23,939445960070,0,73024,170507,97228,,1,1,0,YOM,0,Meaghan93@yapl,KVB,5814,dinning.dessert@sbm,SMB,SBM2887959,1,60261051565,BOM,APP7067164,2,75784423339
TX,U2,3bab5c1e0fae1cc263c5dc9e,770344887972,0,73024,43004,8293,,1,1,0,YOM,0,Chase_Bauch@ybl,FIB,5816,gamming.car@sbm,SMB,SBM0467304,1,51716601535,FBL,KVB6826211,2,81973063967
TX,U2,8dabd41e4435fcffdc2af6b6,288888132256,Z9,73024,180254,91998,,1,1,0,UOB,0,Lawrence_Crooks40@okhdfcbank,FIB,5411,grocery.greenbasket@sbm,SMB,SBM8581713,1,39541091630,APP,YES2322453,2,27555550993
TX,U2,1ff77defffad5acb5891e5ed,749881841494,0,73024,212805,39270,,1,1,0,IIB,0,Sarah46@idfcbank,IPB,4722,traveler.explore@sbm,SMB,SBM5948190,1,29866100148,BOI,IOB9886947,2,61337928230
TX,U2,ef6ac31fffa583adcaa5487d,79483432179,0,73024,143936,43681,,1,1,0,IDB,0,Conrad49@paytm,UOB,5816,gamming.boat@sbm,SMB,SBM9053727,1,58959738314,FIB,PNB3452989,2,60666782946
TX,U2,f667a239ccb6a970bc3b72e6,563067919791,Z7,73024,30232,42708,,1,1,0,HDF,0,Guadalupe.Mills55@axisb,MBK,5411,grocery.foodland@sbm,SMB,SBM3664778,1,19875210743,SIB,APP7025896,2,20644895293
TX,U2,2000aaf1ca6a719a9b52fceb,191303201445,0,73024,84352,14464,,1,1,0,AXB,0,Ana63@yapl,YOM,4814,telecom.fiber@sbm,SMB,SBM0518694,1,72911727850,ICI,YJU1842242,2,62800075438
TX,U2,923776ea2bcb82694dc5dce9,637577708869,Z9,73024,215410,13280,,1,1,0,INB,0,Bertram59@icici,BOI,5411,grocery.corner@sbm,SMB,SBM6530762,1,19868712537,GTI,ICI2587273,2,17569667541
TX,U2,eb0bdf27dab0c20cceac1f2a,50951133182,0,73024,205614,32932,,1,1,0,CNB,0,Scottie.Wintheiser@okhdfcbank,ICI,4814,telecom.broadband@sbm,SMB,SBM2618530,1,64974923452,BDN,GTI5511958,2,39370435038
TX,U2,fc2b09d00b1c6449fb77acf1,448259420729,0,73024,170815,28427,,1,1,0,APP,0,Kurt77@paytm,GTI,4722,traveler.wander@sbm,SMB,SBM7379062,1,15502017223,BOB,ICI2685607,2,92590003465
TX,U2,5a59fc1efdf2e40bd1fcde0a,851866959865,0,73024,131540,32688,,1,1,0,AXB,0,Patrick.Gorczany65@okicici,IOB,5816,gamming.submarine@sbm,SMB,SBM9316003,1,61500381685,HDF,UOB0907155,2,9449229649
TX,U2,ca7df66db5defaebabef1cab,747211509775,0,73024,233802,64553,,1,1,0,FBL,0,Royce.Klocko23@icici,APP,4814,telecom.convergence@sbm,SMB,SBM7578892,1,29032841373,YOM,YBS1609180,2,19747220975
TX,U2,360de5fd7bfef0faa2d81092,463789856926,RB,73024,171716,99380,,1,1,0,CNB,0,Rosalia_Wehner@axisb,YJU,4722,traveler.expedition@sbm,SMB,SBM3017994,1,50306466744,IDB,FBL8588579,2,8624328504
TX,U2,3da7ac9f75e16e3608ecd1e8,609760981679,0,73024,153307,8360,,1,1,0,KVB,0,Colby.Kshlerin@okicici,BOI,5411,grocery.corner@sbm,SMB,SBM2310988,1,2608753458,SIB,CBI7288277,2,32893546377
TX,U2,4d65ed9dc1d45d4bd0605af7,497383044467,Z7,73024,154839,57541,,1,1,0,YJU,0,Sydnie.Powlowski43@okhdfcbank,SIB,5411,grocery.freshmart@sbm,SMB,SBM9064922,1,2796834319,HDF,UCO6594209,2,12985192145
TX,U2,b34c0adb8d5454f4efdd7aaa,838741856231,Z7,73024,102148,89527,,1,1,0,KTP,0,Jasper82@yesg,YBS,5816,gamming.bike@sbm,SMB,SBM5292469,1,53290532079,BOI,UCO5497380,2,2923424894
TX,U2,74b674f895e1eda2c1c9314c,109290078251,0,73024,211946,84139,,1,1,0,YJU,0,Brain12@ybl,ARL,5411,grocery.sbmrite@sbm,SMB,SBM4826022,1,47922998583,IOB,IPB3486264,2,83980898135
TX,U2,0eddbbddeda81edaf50fcaf2,707503950706,0,73024,235016,12982,,1,1,0,BDN,0,Melvina_Frami16@yapl,CNB,5411,grocery.bulkstore@sbm,SMB,SBM7537851,1,42051245922,IIB,YOM8731277,2,59946590384
TX,U2,c64bd048ebdb0dffc0d9d209,467484109954,RB,73024,20145,7626,,1,1,0,IOB,0,Floy48@okaxis,APP,4722,traveler.adventure@sbm,SMB,SBM9973275,1,57440248177,CBI,IDB2009407,2,63166845540
TX,U2,f50efecac9ac6f1c8c8cf383,880508873519,Z9,73024,14633,37472,,1,1,0,BDN,0,Rick.Marquardt-Willms5@paytm,YJU,5816,gamming.truck@sbm,SMB,SBM2527534,1,26260471763,FBL,HDF7969871,2,60800803486
TX,U2,5e820c13e8f0bbaef79fb50f,485374384302,0,73024,113420,54177,,1,1,0,APP,0,Kraig54@yapl,IIB,4722,traveler.wander@sbm,SMB,SBM5211824,1,765952997,ARL,BOM7525498,2,34879446867
TX,U2,645f74ebd7ad9ad8cd7f3e62,972874615992,RB,73024,133321,9382,,1,1,0,SIB,0,Kiera_Kovacek@okicici,IDB,5814,dinning.salad@sbm,SMB,SBM1030711,1,98044313524,IOB,YES1467167,2,51404100105
TX,U2,91e74edd62a3bcad9dfd3ab6,690629673828,RB,73024,93755,91133,,1,1,0,IDB,0,Eva_OHara10@oksbi,HDF,4814,telecom.voip@sbm,SMB,SBM6700881,1,26504174962,ICI,UOB3424593,2,48340798065
TX,U2,fa22c64c9dcbdc0c0ca8b793,66065782177,0,73024,13323,20014,,1,1,0,BDN,0,Myra27@abfspay,YES,4814,telecom.mobile@sbm,SMB,SBM9192013,1,1318900849,BOI,KMB1984048,2,57088840706
TX,U2,59a3f6a7c08ad4cb7b569089,166634552223,0,73024,135745,5368,,1,1,0,SIB,0,Carlie.Altenwerth75@oksbi,YOM,5411,grocery.sbmrite@sbm,SMB,SBM8451863,1,52723280296,SBI,YES4294110,2,71694816871
TX,U2,2fbe8af85cd2dbe6cf1f3e72,856512537095,Z7,73024,82504,92229,,1,1,0,BOI,0,Reece.Predovic@abfspay,CBI,4722,traveler.tour@sbm,SMB,SBM0786117,1,41361090981,MBK,YJU9227286,2,90960910061
TX,U2,bd9dcfa663b30f364a5697da,68357033578,0,73024,41417,64274,,1,1,0,SIB,0,Parker_Ryan95@yapl,IDB,5814,dinning.soup@sbm,SMB,SBM0326730,1,27155845004,UOB,YJU3273738,2,725150477
TX,U2,5a4bad2139453bf7b81bd3ec,101563375865,RB,73024,24737,88592,,1,1,0,CNB,0,Florine9@oksbi,MBK,4722,traveler.vacation@sbm,SMB,SBM2389063,1,67685105922,INB,INB2137864,2,83471299189
TX,U2,d67280e321ce28ffd27c2145,168706637259,0,73024,83410,10301,,1,1,0,IIB,0,Jeremy24@yapl,ARL,5814,dinning.pizza@sbm,SMB,SBM3665254,1,33960324558,BOM,IDC7540886,2,63648595931
TX,U2,4caf08df31769e9be9cff86a,572659346340,0,73024,31442,70844,,1,1,0,IDC,0,Chaim_Boehm81@idfcbank,BOB,5411,grocery.marketplace@sbm,SMB,SBM6779787,1,82462735329,SBI,IIB9283782,2,91358167566
TX,U2,0c8cf5f382c0cfa61c6e7b75,644053334816,0,73024,232307,5822,,1,1,0,INB,0,Emelie52@okicici,CBI,5816,gamming.truck@sbm,SMB,SBM0892841,1,91052150877,BOM,BOM3136576,2,22615551316
TX,U2,cf3af3db78fda7714d62c31d,96009310742,0,73024,133405,32904,,1,1,0,UCO,0,Clifford8@ybl,YJU,4814,telecom.convergence@sbm,SMB,SBM3550503,1,72563573430,FBL,CNB7404840,2,33354849913
TX,U2,8c8bd27963554b9af22e66ec,706330744565,0,73024,90824,38720,,1,1,0,YES,0,Filiberto56@okaxis,INB,4722,traveler.globetrot@sbm,SMB,SBM8096989,1,66792933403,BOI,KTP8286292,2,84661695302
TX,U2,1b3c828829812337671cd00b,906664808211,Z7,73024,22952,81993,,1,1,0,YES,0,Eli_Vandervort40@apl,IOB,4722,traveler.escape@sbm,SMB,SBM0070913,1,70404469192,YOM,UOB6721912,2,55320362323
TX,U2,2be3a1e57ca58e55cfd5b0d5,434143901164,RB,73024,165912,14545,,1,1,0,MBK,0,Cory.Maggio37@icici,UOB,4722,traveler.getaway@sbm,SMB,SBM6089655,1,45568022623,IPB,IOB8219442,2,3110842696
TX,U2,c0c91903933bba45ef66110e,728039125408,Z7,73024,135333,47134,,1,1,0,FIB,0,Emmie_Dickens@timecosmos,YJU,4814,telecom.fiber@sbm,SMB,SBM2415895,1,63381849130,KVB,GTI8751840,2,57716777260
TX,U2,fc1c8805a4c39d998e5af031,424089362519,RB,73024,201800,42154,,1,1,0,UOB,0,Genesis93@rapl,SIB,4814,telecom.mobile@sbm,SMB,SBM5523980,1,27963614913,ARL,IDB4661995,2,85909801358
TX,U2,436b6ff912d174c4d260ffbb,947861576394,0,73024,161446,1344,,1,1,0,HDF,0,Taurean95@axisb,IDB,5814,dinning.sushi@sbm,SMB,SBM2683667,1,61056223862,FIB,IDC0484249,2,57316540608
TX,U2,e58dc41f402a11d1e72ce8e9,330555560952,RB,73024,105229,39988,,1,1,0,YBS,0,Miguel43@oksbi,IDB,5814,dinning.pasta@sbm,SMB,SBM6177623,1,26424359878,CNB,ICI3978766,2,58911560959
TX,U2,eb197c1abd532845581a2df8,284225025215,RB,73024,213028,28675,,1,1,0,CBI,0,Elias_Walker@okaxis,KVB,4814,telecom.internet@sbm,SMB,SBM1370544,1,97898533445,ARL,INB3839050,2,34248698559
TX,U2,1fcd35e2eeeb2afa57e9cfad,643488347536,Z9,73024,135846,84379,,1,1,0,BOI,0,Lennie.Schulist93@fkaxis,APP,4814,telecom.fiber@sbm,SMB,SBM4529722,1,67605705530,APP,BOB5460353,2,57463294186
TX,U2,5b305f267d91318b35d73bec,190077810411,Z7,73024,40320,76017,,1,1,0,INB,0,Casper_Jerde81@yesg,APP,5814,dinning.salad@sbm,SMB,SBM3955371,1,96108878718,UCO,FBL2346673,2,84288026487
